src_pmid	burst_year	threshold	time_period	Avg. # of Pub.	after_burst_window
7201796	1988	Threshold of 0.25%	Earlier Entrants	19.615384615384617	10y
7201796	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.41111111111111	10y
7204385	1990	Threshold of 0.25%	Earlier Entrants	18.369565217391305	10y
7204385	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.925531914893616	10y
7204387	1992	Threshold of 0.25%	Earlier Entrants	17.818181818181817	10y
7204387	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.36413043478261	10y
7212069	1992	Threshold of 0.25%	Earlier Entrants	32.8235294117647	10y
7212069	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.444444444444443	10y
7217661	1988	Threshold of 0.25%	Earlier Entrants	23.22222222222222	10y
7217661	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	26.397058823529413	10y
7236613	1996	Threshold of 0.25%	Earlier Entrants	6.5	10y
7236613	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.955555555555556	10y
7236623	2004	Threshold of 0.25%	Earlier Entrants	11.705882352941176	10y
7236623	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.178082191780822	10y
7240742	1988	Threshold of 0.25%	Earlier Entrants	12.333333333333334	10y
7240742	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.737704918032787	10y
7240745	1990	Threshold of 0.25%	Earlier Entrants	31.75	10y
7240745	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.74074074074074	10y
7248261	1989	Threshold of 0.25%	Earlier Entrants	33.8235294117647	10y
7248261	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.140540540540542	10y
7252417	2002	Threshold of 0.25%	Earlier Entrants	21.73684210526316	10y
7252417	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.21276595744681	10y
7252427	2002	Threshold of 0.25%	Earlier Entrants	8.75	10y
7252427	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.16751269035533	10y
7256748	2000	Threshold of 0.25%	Earlier Entrants	16	10y
7256748	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.03763440860215	10y
7263646	2001	Threshold of 0.25%	Earlier Entrants	18.272727272727277	10y
7263646	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.544117647058824	10y
7263697	1997	Threshold of 0.25%	Earlier Entrants	26.625	10y
7263697	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.123404255319148	10y
7285006	1988	Threshold of 0.25%	Earlier Entrants	13.339622641509434	10y
7285006	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.53138075313808	10y
7287719	2003	Threshold of 0.25%	Earlier Entrants	20.46153846153846	10y
7287719	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.325842696629213	10y
7287882	1992	Threshold of 0.25%	Earlier Entrants	24.86842105263158	10y
7287882	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.630434782608692	10y
7294804	1992	Threshold of 0.25%	Earlier Entrants	38.1764705882353	10y
7294804	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.425	10y
7304754	1984	Threshold of 0.25%	Earlier Entrants	29.227272727272727	10y
7304754	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.01923076923077	10y
7350174	2000	Threshold of 0.25%	Earlier Entrants	30	10y
7350174	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	31.010695187165776	10y
7352496	1995	Threshold of 0.25%	Earlier Entrants	32.911764705882355	10y
7352496	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.266666666666667	10y
7352989	1986	Threshold of 0.25%	Earlier Entrants	21.875	10y
7352989	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.240506329113924	10y
7356333	1983	Threshold of 0.25%	Earlier Entrants	16.6	10y
7356333	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	26.6	10y
7358736	1988	Threshold of 0.25%	Earlier Entrants	22.964285714285715	10y
7358736	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.820359281437124	10y
7369353	1989	Threshold of 0.25%	Earlier Entrants	36.16666666666666	10y
7369353	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.655172413793103	10y
7370981	1988	Threshold of 0.25%	Earlier Entrants	42.57575757575758	10y
7370981	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.146341463414632	10y
7377360	1985	Threshold of 0.25%	Earlier Entrants	28.82608695652174	10y
7377360	1985	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.48201438848921	10y
7388832	1987	Threshold of 0.25%	Earlier Entrants	31.735294117647054	10y
7388832	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.66060606060606	10y
7396496	1984	Threshold of 0.25%	Earlier Entrants	15.153846153846152	10y
7396496	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.45098039215686	10y
7400279	1991	Threshold of 0.25%	Earlier Entrants	20.516129032258064	10y
7400279	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.95689655172414	10y
7403534	1983	Threshold of 0.25%	Earlier Entrants	14.4875	10y
7403534	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.566596194503171	10y
7407908	2001	Threshold of 0.25%	Earlier Entrants	9.5	10y
7407908	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.62121212121212	10y
7425631	1987	Threshold of 0.25%	Earlier Entrants	9.75	10y
7425631	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.114754098360656	10y
7430304	1985	Threshold of 0.25%	Earlier Entrants	8.291666666666666	10y
7430304	1985	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.782608695652174	10y
7435628	1988	Threshold of 0.25%	Earlier Entrants	32.53333333333333	10y
7435628	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	21.072916666666668	10y
7440693	1986	Threshold of 0.25%	Earlier Entrants	17.333333333333332	10y
7440693	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.54471544715447	10y
7448180	1986	Threshold of 0.25%	Earlier Entrants	13.941176470588236	10y
7448180	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.78343949044586	10y
7451449	1997	Threshold of 0.25%	Earlier Entrants	15.27777777777778	10y
7451449	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.459302325581396	10y
7451496	1991	Threshold of 0.25%	Earlier Entrants	18.73684210526316	10y
7451496	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.283236994219653	10y
7462226	1995	Threshold of 0.25%	Earlier Entrants	19.76923076923077	10y
7462226	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.3502538071066	10y
7471077	2001	Threshold of 0.25%	Earlier Entrants	35.69565217391305	10y
7471077	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.9030612244898	10y
7479847	2008	Threshold of 0.25%	Earlier Entrants	22.105263157894736	10y
7479847	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.97979797979798	10y
7497522	2005	Threshold of 0.25%	Earlier Entrants	29.428571428571427	10y
7497522	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	25.444444444444443	10y
7501164	2001	Threshold of 0.25%	Earlier Entrants	55.2	10y
7501164	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	30.92441860465116	10y
7506254	2003	Threshold of 0.25%	Earlier Entrants	12.88888888888889	10y
7506254	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.88157894736842	10y
7508444	2002	Threshold of 0.25%	Earlier Entrants	13.782608695652174	10y
7508444	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.00662251655629	10y
7513690	2001	Threshold of 0.25%	Earlier Entrants	16.548387096774192	10y
7513690	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.15	10y
7515875	2002	Threshold of 0.25%	Earlier Entrants	33.69230769230769	10y
7515875	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.34558823529412	10y
7516701	2004	Threshold of 0.25%	Earlier Entrants	17.25	10y
7516701	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.022058823529411	10y
7521230	1996	Threshold of 0.25%	Earlier Entrants	21.32608695652174	10y
7521230	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.105263157894736	10y
7521873	1996	Threshold of 0.25%	Earlier Entrants	24.18421052631579	10y
7521873	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	21.60747663551402	10y
7523860	2000	Threshold of 0.25%	Earlier Entrants	23.285714285714285	10y
7523860	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.142857142857142	10y
7534407	2002	Threshold of 0.25%	Earlier Entrants	19.142857142857142	10y
7534407	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.975806451612904	10y
7535011	1999	Threshold of 0.25%	Earlier Entrants	11.862068965517242	10y
7535011	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.679775280898877	10y
7535562	2002	Threshold of 0.25%	Earlier Entrants	18.08	10y
7535562	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.61574074074074	10y
7553874	2009	Threshold of 0.25%	Earlier Entrants	30.42105263157895	10y
7553874	2009	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.96923076923077	10y
7568043	2009	Threshold of 0.25%	Earlier Entrants	31.5	10y
7568043	2009	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.802281368821294	10y
7573551	2003	Threshold of 0.25%	Earlier Entrants	30.64102564102564	10y
7573551	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.836206896551722	10y
7577973	2006	Threshold of 0.25%	Earlier Entrants	33.388888888888886	10y
7577973	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.314641744548286	10y
7577987	2001	Threshold of 0.25%	Earlier Entrants	17.916666666666668	10y
7577987	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.748768472906404	10y
7591105	2003	Threshold of 0.25%	Earlier Entrants	45.5925925925926	10y
7591105	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.25910931174089	10y
7592611	2001	Threshold of 0.25%	Earlier Entrants	24.416666666666668	10y
7592611	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.566666666666663	10y
7592917	2007	Threshold of 0.25%	Earlier Entrants	25.73684210526316	10y
7592917	2007	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.52586206896552	10y
7592942	2008	Threshold of 0.25%	Earlier Entrants	21.73076923076923	10y
7592942	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.43939393939394	10y
7616123	1990	Threshold of 0.25%	Earlier Entrants	9.148936170212766	10y
7616123	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.246575342465754	10y
7622474	2001	Threshold of 0.25%	Earlier Entrants	10.333333333333334	10y
7622474	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.984615384615385	10y
7631802	2001	Threshold of 0.25%	Earlier Entrants	29.25	10y
7631802	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	29.656	10y
7642618	2008	Threshold of 0.25%	Earlier Entrants	14	10y
7642618	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.14	10y
7643129	1997	Threshold of 0.25%	Earlier Entrants	26.836734693877556	10y
7643129	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.794444444444444	10y
7657634	2002	Threshold of 0.25%	Earlier Entrants	12.866666666666667	10y
7657634	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.46186440677966	10y
7665559	2000	Threshold of 0.25%	Earlier Entrants	17.035087719298247	10y
7665559	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.714285714285715	10y
7671167	2006	Threshold of 0.25%	Earlier Entrants	19.580645161290324	10y
7671167	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.767857142857142	10y
7679674	2000	Threshold of 0.25%	Earlier Entrants	20.32608695652174	10y
7679674	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.111627906976743	10y
7680573	2000	Threshold of 0.25%	Earlier Entrants	24.032608695652176	10y
7680573	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.46747967479675	10y
7684258	1997	Threshold of 0.25%	Earlier Entrants	20.85185185185185	10y
7684258	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.736434108527131	10y
7685341	2006	Threshold of 0.25%	Earlier Entrants	26.80952380952381	10y
7685341	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.4392523364486	10y
7689498	2006	Threshold of 0.25%	Earlier Entrants	22.7027027027027	10y
7689498	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	21.526627218934912	10y
7690304	2007	Threshold of 0.25%	Earlier Entrants	16.75	10y
7690304	2007	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.975806451612904	10y
7703229	2007	Threshold of 0.25%	Earlier Entrants	20.25	10y
7703229	2007	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.30232558139535	10y
7703358	2001	Threshold of 0.25%	Earlier Entrants	31.349206349206348	10y
7703358	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.18705035971223	10y
7708729	2000	Threshold of 0.25%	Earlier Entrants	18.884615384615383	10y
7708729	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.796747967479675	10y
7708749	2004	Threshold of 0.25%	Earlier Entrants	26.04	10y
7708749	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.16949152542373	10y
7732002	1998	Threshold of 0.25%	Earlier Entrants	6.805555555555555	10y
7732002	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.865853658536586	10y
7746411	2004	Threshold of 0.25%	Earlier Entrants	56.724489795918366	10y
7746411	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	25.53846153846154	10y
7756259	2000	Threshold of 0.25%	Earlier Entrants	15.146341463414634	10y
7756259	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.09774436090225	10y
7769690	1997	Threshold of 0.25%	Earlier Entrants	17.655172413793103	10y
7769690	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.83916083916084	10y
7794891	2001	Threshold of 0.25%	Earlier Entrants	17.568181818181817	10y
7794891	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.375714285714286	10y
7805024	2001	Threshold of 0.25%	Earlier Entrants	23.541666666666668	10y
7805024	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.8	10y
7810624	1988	Threshold of 0.25%	Earlier Entrants	27.875	10y
7810624	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.064516129032258	10y
7815555	2003	Threshold of 0.25%	Earlier Entrants	41.76315789473684	10y
7815555	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	26.509090909090908	10y
7815566	2003	Threshold of 0.25%	Earlier Entrants	23.6875	10y
7815566	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.5	10y
7820699	2002	Threshold of 0.25%	Earlier Entrants	22.53	10y
7820699	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	25.761904761904763	10y
7836433	2002	Threshold of 0.25%	Earlier Entrants	23.956521739130437	10y
7836433	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.073684210526316	10y
7849012	1997	Threshold of 0.25%	Earlier Entrants	19.3	10y
7849012	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.669117647058824	10y
7849016	2002	Threshold of 0.25%	Earlier Entrants	20.17241379310345	10y
7849016	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.030172413793103	10y
7852354	2002	Threshold of 0.25%	Earlier Entrants	9.833333333333334	10y
7852354	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.376923076923077	10y
7876265	2002	Threshold of 0.25%	Earlier Entrants	19.779661016949152	10y
7876265	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.12121212121212	10y
7877970	2002	Threshold of 0.25%	Earlier Entrants	11.25	10y
7877970	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.776190476190475	10y
7879052	2002	Threshold of 0.25%	Earlier Entrants	35.17486338797814	10y
7879052	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	31.63894967177243	10y
7889568	2003	Threshold of 0.25%	Earlier Entrants	15.44	10y
7889568	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.17557251908397	10y
7890652	2003	Threshold of 0.25%	Earlier Entrants	19.125	10y
7890652	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20	10y
7890763	2006	Threshold of 0.25%	Earlier Entrants	33.1578947368421	10y
7890763	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.266666666666666	10y
7896818	2006	Threshold of 0.25%	Earlier Entrants	22	10y
7896818	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.05426356589147	10y
7902359	2002	Threshold of 0.25%	Earlier Entrants	30	10y
7902359	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.97435897435897	10y
7912436	2003	Threshold of 0.25%	Earlier Entrants	26.1875	10y
7912436	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.47041420118343	10y
7918223	2004	Threshold of 0.25%	Earlier Entrants	38.42857142857143	10y
7918223	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.05	10y
7918224	1996	Threshold of 0.25%	Earlier Entrants	16.1875	10y
7918224	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.689655172413794	10y
7918419	2002	Threshold of 0.25%	Earlier Entrants	22.55454545454545	10y
7918419	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.541666666666668	10y
7928919	2004	Threshold of 0.25%	Earlier Entrants	43.26315789473684	10y
7928919	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	34.14147286821706	10y
7933068	2001	Threshold of 0.25%	Earlier Entrants	25.41935483870968	10y
7933068	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.881656804733726	10y
7938015	2002	Threshold of 0.25%	Earlier Entrants	30.423076923076923	10y
7938015	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.996138996138995	10y
7957685	2004	Threshold of 0.25%	Earlier Entrants	32.77272727272727	10y
7957685	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.53896103896104	10y
7961847	2002	Threshold of 0.25%	Earlier Entrants	17.142857142857142	10y
7961847	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.466101694915254	10y
7964186	1990	Threshold of 0.25%	Earlier Entrants	12.627450980392156	10y
7964186	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.095744680851064	10y
7966614	2003	Threshold of 0.25%	Earlier Entrants	14.5	10y
7966614	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.367346938775512	10y
7991569	2006	Threshold of 0.25%	Earlier Entrants	15.76923076923077	10y
7991569	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.626470588235296	10y
8031753	1999	Threshold of 0.25%	Earlier Entrants	15.582089552238806	10y
8031753	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.741784037558686	10y
8051054	2005	Threshold of 0.25%	Earlier Entrants	26.638297872340427	10y
8051054	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.202614379084967	10y
8051117	2001	Threshold of 0.25%	Earlier Entrants	34.5	10y
8051117	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	31.26744186046512	10y
8051119	2008	Threshold of 0.25%	Earlier Entrants	13.5	10y
8051119	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.22222222222222	10y
8051144	2002	Threshold of 0.25%	Earlier Entrants	8.615384615384615	10y
8051144	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.873949579831931	10y
8052624	2005	Threshold of 0.25%	Earlier Entrants	20.39393939393939	10y
8052624	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.528138528138527	10y
8052646	2005	Threshold of 0.25%	Earlier Entrants	22.714285714285715	10y
8052646	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.024	10y
8070616	2007	Threshold of 0.25%	Earlier Entrants	18.4	10y
8070616	2007	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.791666666666668	10y
8077843	1990	Threshold of 0.25%	Earlier Entrants	14.42	10y
8077843	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.705882352941176	10y
8078771	2002	Threshold of 0.25%	Earlier Entrants	23.80555555555556	10y
8078771	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.78343949044586	10y
8082554	2001	Threshold of 0.25%	Earlier Entrants	23.264705882352946	10y
8082554	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.825	10y
8089178	2001	Threshold of 0.25%	Earlier Entrants	12.23076923076923	10y
8089178	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.293706293706293	10y
8090748	2000	Threshold of 0.25%	Earlier Entrants	29.863636363636363	10y
8090748	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.240663900414935	10y
8095338	2004	Threshold of 0.25%	Earlier Entrants	36.71428571428572	10y
8095338	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.680094786729857	10y
8096237	2005	Threshold of 0.25%	Earlier Entrants	37.225	10y
8096237	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.2	10y
8096518	1996	Threshold of 0.25%	Earlier Entrants	29.48739495798319	10y
8096518	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	29.205128205128204	10y
8099443	2003	Threshold of 0.25%	Earlier Entrants	29.931372549019606	10y
8099443	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.612691466083152	10y
8104182	1999	Threshold of 0.25%	Earlier Entrants	28.176470588235293	10y
8104182	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	27.89641434262948	10y
8104186	2002	Threshold of 0.25%	Earlier Entrants	20.692307692307693	10y
8104186	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	21.616613418530356	10y
8104191	2003	Threshold of 0.25%	Earlier Entrants	30.88636363636364	10y
8104191	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.39130434782609	10y
8106367	2002	Threshold of 0.25%	Earlier Entrants	19.5	10y
8106367	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.147540983606557	10y
8106403	1999	Threshold of 0.25%	Earlier Entrants	19.48	10y
8106403	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	25.558823529411764	10y
8107208	2003	Threshold of 0.25%	Earlier Entrants	27.7	10y
8107208	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.71614583333333	10y
8112990	2008	Threshold of 0.25%	Earlier Entrants	13	10y
8112990	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.03448275862069	10y
8125943	2000	Threshold of 0.25%	Earlier Entrants	17.655172413793103	10y
8125943	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.135593220338984	10y
8137743	2001	Threshold of 0.25%	Earlier Entrants	27	10y
8137743	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.163076923076924	10y
8138568	2001	Threshold of 0.25%	Earlier Entrants	23.76271186440678	10y
8138568	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.84386617100372	10y
8146178	2002	Threshold of 0.25%	Earlier Entrants	25.632653061224488	10y
8146178	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	20.527131782945737	10y
8157656	2002	Threshold of 0.25%	Earlier Entrants	13.65	10y
8157656	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.594202898550725	10y
8163479	1999	Threshold of 0.25%	Earlier Entrants	26.647058823529413	10y
8163479	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	25.340314136125656	10y
8186982	1998	Threshold of 0.25%	Earlier Entrants	29.692307692307693	10y
8186982	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.70833333333333	10y
8188344	1998	Threshold of 0.25%	Earlier Entrants	28.85	10y
8188344	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.77536231884058	10y
8188464	1996	Threshold of 0.25%	Earlier Entrants	16.375	10y
8188464	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.397435897435898	10y
8193147	2003	Threshold of 0.25%	Earlier Entrants	33.29032258064516	10y
8193147	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.52173913043478	10y
8194748	2008	Threshold of 0.25%	Earlier Entrants	22.235294117647054	10y
8194748	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	24.139705882352946	10y
8197177	2000	Threshold of 0.25%	Earlier Entrants	54.90476190476191	10y
8197177	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	31.43243243243243	10y
8198467	2002	Threshold of 0.25%	Earlier Entrants	42.170731707317074	10y
8198467	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	33.01052631578948	10y
8202499	2005	Threshold of 0.25%	Earlier Entrants	24.072164948453608	10y
8202499	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.222672064777328	10y
8207828	2006	Threshold of 0.25%	Earlier Entrants	21.153846153846157	10y
8207828	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.79225352112676	10y
8211146	2005	Threshold of 0.25%	Earlier Entrants	32.88135593220339	10y
8211146	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.688741721854305	10y
8216250	1998	Threshold of 0.25%	Earlier Entrants	27.185185185185187	10y
8216250	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	16.0989010989011	10y
8218203	2003	Threshold of 0.25%	Earlier Entrants	24.55555555555556	10y
8218203	2003	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.06280193236715	10y
8218294	2002	Threshold of 0.25%	Earlier Entrants	27.020408163265305	10y
8218294	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	22.761904761904763	10y
8221085	2001	Threshold of 0.25%	Earlier Entrants	23.83333333333333	10y
8221085	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	23.47159090909091	10y
8226895	2000	Threshold of 0.25%	Earlier Entrants	15.047619047619047	10y
8226895	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.786666666666669	10y
8226911	1999	Threshold of 0.25%	Earlier Entrants	15	10y
8226911	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.666666666666666	10y
8232411	2006	Threshold of 0.25%	Earlier Entrants	22.52173913043478	10y
8232411	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.98148148148148	10y
8238522	1998	Threshold of 0.25%	Earlier Entrants	27.47560975609756	10y
8238522	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	17.883870967741935	10y
